source_id,institution,subject,course_name,course_code,semester,regulation,unit,topic,source_url,source_type,verification_status,notes
JNTUH-R25-CS305PC-DB-065,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,cluster indexes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-066,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,primary indexes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-067,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,secondary indexes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-068,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,hash-based indexing,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-069,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,tree-based indexing,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-070,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,comparison of file organizations,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-071,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,ISAM,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS305PC-DB-072,Jawaharlal Nehru Technological University Hyderabad,Database Management Systems,DATABASE MANAGEMENT SYSTEMS,CS305PC,II Year I Semester,R-25 Regulations,Unit V,B+ trees,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-001,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,operating-system introduction,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Official supplied source evidence. L-T-P 3-0-0; 3 credits. Applicable from AY 2025-2026 Batch."
JNTUH-R25-CS402PC-OS-002,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,OS structures,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-003,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,batch systems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-004,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,multiprogramming,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-005,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,time-sharing,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-006,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,personal computer systems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-007,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,parallel systems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-008,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,distributed systems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-009,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,real-time systems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-010,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,system components,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-011,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,OS services,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-012,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,system calls,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-013,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,process concepts,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-014,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,process scheduling,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-015,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,process operations,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-016,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,cooperating processes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-017,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit I,threads,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
NITW-CS1206-DB-001,NIT Warangal,Database Management Systems,Database Management Systems,CS1206,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,syllabus,NEEDS_MANUAL_REVIEW,"Supplied official institution/course evidence supports the course-level record. Detailed NITW syllabus URL, semester, regulation, units, topics, and exact source URL were not supplied."
NITW-CS1208-OS-001,NIT Warangal,Operating Systems,Operating Systems,CS1208,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,syllabus,NEEDS_MANUAL_REVIEW,"Supplied official institution/course evidence supports the course-level record. Detailed NITW syllabus URL, semester, regulation, units, topics, and exact source URL were not supplied."
IIITH-CS3.301-OS-001,International Institute of Information Technology Hyderabad,Operating Systems,Operating Systems and Networks,CS3.301,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,syllabus,NEEDS_MANUAL_REVIEW,"Supplied official CSE curriculum evidence supports the exact course title and code. Detailed source URL, semester, regulation, units, and topics were not supplied."
OU-BE-CSE-2025-26-001,Osmania University,UNKNOWN,B.E. (CSE) III & IV Semester syllabus,UNKNOWN,III & IV Semester,UNKNOWN,UNKNOWN,UNKNOWN,https://www.osmania.ac.in/syllabus-ug.php,syllabus,NEEDS_MANUAL_REVIEW,"Supplied official UG syllabus evidence supports the exact programme/semester wording and effective Academic Year 2025-26. Subject, course code, units, topics, and detailed source document remain unverified."
JNTUH-R25-CS402PC-OS-018,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,CPU scheduling,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-019,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,scheduling criteria,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-020,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,scheduling algorithms,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-021,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,multiprocessor scheduling,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-022,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,process-management system calls,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-023,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,deadlocks,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-024,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,deadlock characterization,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-025,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,prevention,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-026,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,avoidance,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-027,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,detection,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-028,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit II,recovery,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-029,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,critical-section problem,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-030,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,synchronization hardware,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-031,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,semaphores,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-032,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,classical synchronization problems,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-033,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,monitors,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-034,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,IPC,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-035,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,pipes,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-036,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,FIFOs,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-037,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,message queues,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-038,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit III,shared memory,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-039,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,memory management,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-040,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,logical vs physical address space,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-041,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,swapping,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-042,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,contiguous allocation,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-043,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,paging,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-044,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,segmentation,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-045,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,segmentation with paging,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-046,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,demand paging,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-047,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,page replacement,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-048,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit IV,page-replacement algorithms,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-049,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,file-system interface,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-050,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,file-system operations,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-051,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,access methods,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-052,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,directory structures,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-053,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,protection,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-054,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,file-system structure,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-055,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,allocation methods,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-056,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,free-space management,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
JNTUH-R25-CS402PC-OS-057,Jawaharlal Nehru Technological University Hyderabad,Operating Systems,Operating Systems,CS402PC,II Year II Semester,R-25 Regulations,Unit V,open/create/read/write/close/lseek/stat/ioctl system calls,https://www.jntuh.ac.in/uploads/academics/R25B.Tech.CSEIIIYearSyllabusV2.pdf,syllabus,VERIFIED,"Exact topic wording supplied from the official source evidence."
